"cue","feature"
"squirrel","outdoors"
"squirrel","nuts"
"squirrel","trees"
"squirrel","cheeks"
"squirrel","furry"
"squirrel","critter"
"squirrel","animal"
"squirrel","cute"
"squirrel","fuzzy"
"squirrel","nuts"
"squirrel","trees"
"squirrel","nuts"
"squirrel","tree"
"squirrel","nuts"
"squirrel","stew"
"squirrel","hunting"
"squirrel","nuts"
"squirrel","roadkill"
"squirrel","annoying"
"squirrel","rodent"
"squirrel","nuts"
"squirrel","rat"
"squirrel","small"
"squirrel","cute"
"squirrel","fast"
"squirrel","fat"
"squirrel","skinny gross"
"squirrel","furry"
"squirrel","fluffy tail"
"squirrel","golf"
"squirrel","annoying"
"squirrel","brown"
"squirrel","ugly"
"squirrel","nuts"
"squirrel","oak trees"
"squirrel","ole miss campus"
"squirrel","nuts"
"squirrel","nests"
"squirrel","trees"
"squirrel","fluffy tail"
"squirrel","small"
"squirrel","rodent"
"squirrel","nuts"
"squirrel","live in the grove"
"squirrel","hibernate"
"squirrel","trees"
"squirrel","nuts"
"squirrel","furry"
"squirrel","quick"
"squirrel","little animal"
"squirrel","bird feeder"
"squirrel","nuts"
"squirrel","fur"
"squirrel","nuts"
"squirrel","fluffy dig"
"squirrel","burr nuts"
"squirrel","rodent tail"
"squirrel","run"
"squirrel","climb trees"
"squirrel","small"
"squirrel","wild animal"
"squirrel","peanuts"
"squirrel","nuts"
"squirrel","animal"
"squirrel","nuts tail fluff tree"
"squirrel","nuts annoying roadkill"
"squirrel","nuts"
"squirrel","nut"
"squirrel","tree"
"squirrel","animal"
"squirrel","Grey"
"squirrel","brown"
"squirrel","bushy tail"
"squirrel","fur"
"squirrel","jumps"
"squirrel","nut"
"squirrel","mammal"
"squirrel","bush or Grey tail"
"squirrel","eats nuts"
"squirrel","climbs trees"
"squirrel","cute"
"squirrel","timid"
"squirrel","brown"
"squirrel","lovely and lively"
"squirrel","lives in trees"
"squirrel","very fast"
"squirrel","collects nuts"
"squirrel","lives in four legs"
"squirrel","climb trees"
"squirrel","jump a tree"
"squirrel","gray"
"squirrel","brown"
"squirrel","long hairy tail"
"squirrel","acorns"
"squirrel","little furry creature with a fluffy tail"
"squirrel","little brown cute furry animal"
"squirrel","long tail"
"squirrel","is brown"
"squirrel","tree"
"squirrel","scampers from limb to limb is furry"
"squirrel","feeds on nuts"
"squirrel","lives in a"
"squirrel","hunting"
"squirrel","acorn"
"squirrel","trees"
"squirrel","power lines"
"squirrel","home in and shoot squirrels"
"squirrel","taxes we usually sit out on the porch"
"squirrel","has hair"
"squirrel","tail"
"squirrel","has four feet"
"squirrel","lives in trees"
"squirrel","eats acorns"
"squirrel","is has a rodent two eyes"
"squirrel","has two ears"
"squirrel","has a"
"squirrel","has a climbs trees tail"
"squirrel","is brown"
"squirrel","eats nuts"
"squirrel","is a mammal"
"squirrel","happy"
"squirrel","brown"
"squirrel","trees"
"squirrel","hairy"
"squirrel","the ones on college campuses attack people"
"squirrel","acorns"
"squirrel","grove"
"squirrel","cute"
"squirrel","nuts"
"squirrel","fuzzy"
"squirrel","eats nuts"
"squirrel","rodent"
"squirrel","nuisance"
"squirrel","everywhere"
"squirrel","fuzzy"
"squirrel","annoying"
"squirrel","fast"
"squirrel","dodge"
"squirrel","fuzzy tail"
"squirrel","nuts"
"squirrel","lives in trees"
"squirrel","scampers"
"squirrel","agile"
"squirrel","quick"
"squirrel","carefree"
"squirrel","fuzzy tail hunted"
"squirrel","live in trees"
"squirrel","scared of humans"
"squirrel","good climbers"
"squirrel","cute with rodent like body"
"squirrel","eats nuts"
"squirrel","is sometimes"
"squirrel","fuzzy animal"
"squirrel","tree"
"squirrel","scary"
"squirrel","furry"
"squirrel","quick"
"squirrel","rodent"
"squirrel","furry"
"squirrel","power line walking"
"squirrel","bushy tail"
"squirrel","acorns"
"squirrel","jowls"
"squirrel","furry"
"squirrel","nuts"
"squirrel","rats"
"squirrel","golf"
"squirrel","brown"
"squirrel","cute"
"squirrel","small"
"squirrel","fast"
"squirrel","furry"
"squirrel","lively"
"squirrel","mammal"
"squirrel","eats acorns"
"squirrel","furry"
"squirrel","inquisitive"
"squirrel","nuts"
"squirrel","worms"
"squirrel","burrowing"
"squirrel","hiding"
"squirrel","chipmunk"
"squirrel","jumps from tree limb to long limb"
"squirrel","runs"
"squirrel","carries diseases"
"squirrel","eats acorns tail"
"squirrel","whiskers"
"squirrel","brown fur"
"squirrel","4 legs"
"squirrel","claws"
"squirrel","furry"
"squirrel","fast"
"squirrel","up trees"
"squirrel","eats nuts brown"
"squirrel","big tail"
"squirrel","animal"
"squirrel","lives outside"
"squirrel","usually crawling"
"squirrel","furry"
"squirrel","cute"
"squirrel","active"
"squirrel","furry"
"squirrel","acorns"
"squirrel","climbing trees"
"squirrel","playing tag"
"squirrel","furry tail"
"squirrel","big eyes"
"squirrel","gathers nuts"
"squirrel","twitchy"
"squirrel","cooking meat"
"squirrel","rodent"
"squirrel","funny"
"squirrel","jumpy"
"squirrel","small"
"squirrel","fuzzy tails"
"squirrel","tails are like umbrellas (a children story)"
"squirrel","climbing trees"
"squirrel","acorns"
"squirrel","chasing each other"
"squirrel","my grandfather"
"squirrel","squeaky"
"squirrel","found in trees"
"squirrel","furry"
"squirrel","annoying"
"squirrel","chatters"
"squirrel","rodent"
"squirrel","hunted for food the woods"
"squirrel","eats nuts and seeds"
"squirrel","lives in"
"squirrel","forest"
"squirrel","trees"
"squirrel","bark"
"squirrel","pine cones"
"squirrel","holes acorns"
"squirrel","animals"
"squirrel","teeth"
"squirrel","fast running"
"squirrel","bushy tails"
"squirrel","tree"
"squirrel","fast"
"squirrel","swift"
"squirrel","quick"
"squirrel","small"
"squirrel","brown"
"squirrel","bushy tail"
"squirrel","fast"
"squirrel","road kill"
"squirrel","eats nuts"
"squirrel","bushy tail"
"squirrel","fast"
"squirrel","quick"
"squirrel","tail"
"squirrel","acorn"
"squirrel","eats nuts"
"squirrel","frantic"
"squirrel","an animal"
"squirrel","gray"
"squirrel","furry tail"
"squirrel","eats acorns"
"squirrel","has a tail"
"squirrel","can crawl"
"squirrel","live in trees"
"squirrel","dog"
"squirrel","rodent"
"squirrel","furry"
"squirrel","big eyes"
"squirrel","fast"
"squirrel","small"
"squirrel","shrubbery"
"squirrel","woods trees"
"squirrel","bushy tailed"
"squirrel","flying"
"squirrel","chipmunk"
"squirrel","anvil"
"squirrel","nuts"
"squirrel","squeak"
"squirrel","cute"
"squirrel","furry"
"squirrel","nuts"
"squirrel","cute"
"squirrel","nuts"
"squirrel","the grove"
"squirrel","wild"
"squirrel","cute vicious nuts"
"squirrel","cute furry"
"squirrel","crazy"
"squirrel","hides them"
"squirrel","skittish"
"squirrel","rodent"
"squirrel","large teeth and tails"
"squirrel","tons around campus"
"squirrel","nuts"
"squirrel","furry"
"squirrel","small"
"squirrel","shades of brown or red gets hit by cars"
"squirrel","some people eat"
"squirrel","chipmunk"
"squirrel","can run"
"squirrel","jump from trees"
"squirrel","little"
"squirrel","gray"
"squirrel","fuzzy tail"
"squirrel","bushy tail"
"squirrel","sound eats nuts"
"squirrel","lives in trees"
"squirrel","makes a barking"
"squirrel","brown"
"squirrel","woods"
"squirrel","trees"
"squirrel","acorn"
"squirrel","teeth"
"squirrel","brown"
"squirrel","spastic"
"squirrel","trees"
"squirrel","nuts"
"squirrel","tails"
"squirrel","brown"
"squirrel","nature"
"squirrel","trees"
"squirrel","acorns"
"squirrel","brown"
"squirrel","furry"
"squirrel","trees"
"squirrel","acorns"
"squirrel","fuzzy tails"
"squirrel","small"
"squirrel","quick"
"squirrel","brown"
"squirrel","furry"
"squirrel","quick"
"squirrel","acorns"
"squirrel","pecans"
"squirrel","tress"
"squirrel","teeth"
"squirrel","brown"
"squirrel","bushy park tail"
"squirrel","runs quickly"
"squirrel","runs along power lines"
"squirrel","in every"
"squirrel","brown"
"squirrel","animal"
"squirrel","lives in woods"
"squirrel","small"
"squirrel","wide tail"
"squirrel","brown"
"squirrel","animal"
"squirrel","big tail"
"squirrel","acorns"
"squirrel","furry"
"squirrel","teeth"
"squirrel","brown furry small quick nimble darts nuts"
"squirrel","Bethany"
"squirrel","squire"
"squirrel","amass"
"squirrel","by up"
"squirrel","cache"
"squirrel","collect"
"squirrel","deposit"
"squirrel","garner"
"squirrel","gather"
"squirrel","collect"
"squirrel","annoying"
"squirrel","ground walking"
"squirrel","jittery"
"squirrel","furry woodland creature"
"squirrel","annoying"
"squirrel","gross"
"squirrel","gets hit by cars"
"squirrel","useless"
"squirrel","animal"
"squirrel","nuts"
"squirrel","trees"
"squirrel","berries"
"squirrel","corn"
"squirrel","bushy tails"
"squirrel","animal"
"squirrel","small"
"squirrel","quick"
"squirrel","furry"
"squirrel","animal"
"squirrel","nuts"
"squirrel","nature"
"squirrel","tree"
"squirrel","branch"
"squirrel","wild"
"squirrel","fur"
"squirrel","acorns"
"squirrel","animal"
"squirrel","furry"
"squirrel","cute"
"squirrel","small"
"squirrel","animal"
"squirrel","wild"
"squirrel","funny"
"squirrel","furry"
"squirrel","animal"
"squirrel","wild"
"squirrel","fast"
"squirrel","ugly"
"squirrel","nuts"
"squirrel","brown"
"squirrel","tail"
"squirrel","animal"
"squirrel","tree"
"squirrel","nut"
"squirrel","tail"
"squirrel","animal"
"squirrel","tree"
"squirrel","fast"
"squirrel","animal"
"squirrel","small"
"squirrel","rodent"
"squirrel","animal"
"squirrel","small"
"squirrel","animal"
"squirrel","rodent"
"squirrel","tree"
"squirrel","nature"
"squirrel","nut"
"squirrel","fluffy"
"squirrel","animal"
"squirrel","rodent"
"squirrel","high"
"squirrel","trees"
"squirrel","playful"
"squirrel","acorns"
"squirrel","run very fast"
"squirrel","have ability to jump"
"squirrel","animal"
"squirrel","rodent"
"squirrel","harvester"
"squirrel","animal"
"squirrel","nuts"
"squirrel","trees"
"squirrel","rodents"
"squirrel","furry"
"squirrel","animal"
"squirrel","nuts"
"squirrel","trees"
"squirrel","outside"
"squirrel","brown"
"squirrel","rodent"
"squirrel","bushy tail"
"squirrel","animal"
"squirrel","lives runs fast"
"squirrel","climbs trees"
"squirrel","hunted by people in trees"
"squirrel","furry"
"squirrel","eats nuts"
"squirrel","brown"
"squirrel","gray"
"squirrel","black"
"squirrel","animal"
"squirrel","lives in trees"
"squirrel","eats nuts"
"squirrel","hunted"
"squirrel","animal"
"squirrel","furry"
"squirrel","quick"
"squirrel","animal"
"squirrel","furry"
"squirrel","lives in trees and eats nuts"
"squirrel","animal"
"squirrel","furry"
"squirrel","crazy"
"squirrel","tiny"
"squirrel","animal"
"squirrel","furry"
"squirrel","bushy tail"
"squirrel","animal"
"squirrel","eats nuts"
"squirrel","live in trees"
"squirrel","hunting"
"squirrel","long tail"
"squirrel","animal"
"squirrel","eats nuts"
"squirrel","furry"
"squirrel","has a curly tail"
"squirrel","animal"
"squirrel","eats nuts"
"squirrel","fast"
"squirrel","get hit on the road"
"squirrel","animal"
"squirrel","bushy harmless tail"
"squirrel","leap"
"squirrel","acorn"
"squirrel","tree"
"squirrel","chirp noise"
"squirrel","innocent and"
"squirrel","animal"
"squirrel","brown"
"squirrel","small"
"squirrel","cute"
"squirrel","eats nuts"
"squirrel","fast"
"squirrel","fluffy tail"
"squirrel","animal"
"squirrel","acorn"
"squirrel","tree"
"squirrel","animal that are a lot of squirrels in the world"
"squirrel","they are eats gray and have long sharp teeth"
"squirrel","they love to climb nuts trees and eat scraps from people"
"squirrel","they are very small and and make funny noises"
"squirrel","has a bushy tail"
"squirrel","there"
"squirrel","animal nuts grove"
"squirrel","animal nut eater small"
"squirrel","animal little"
"squirrel","animal gray"
"squirrel","animal fur teeth"
"squirrel","animal"
"squirrel","an animal"
"squirrel","usually Grey or brown"
"squirrel","store nuts for winter eats acorns"
"squirrel","makes nests"
"squirrel","climbs trees"
"squirrel","have fur"
"squirrel","an animal"
"squirrel","the woods"
"squirrel","trees"
"squirrel","eats nuts"
"squirrel","an animal"
"squirrel","little"
"squirrel","has hair"
"squirrel","climbs up trees"
"squirrel","an animal"
"squirrel","furry tail"
"squirrel","eats nuts"
"squirrel","climbs trees"
"squirrel","very small"
"squirrel","an animal"
"squirrel","creature"
"squirrel","in trees furry"
"squirrel","brown"
"squirrel","furry tail"
"squirrel","collects nuts"
"squirrel","wild"
"squirrel","small"
"squirrel","an animal"
"squirrel","a kind of rodent living in a wild"
"squirrel","an animal"
"squirrel","a furry rodent"
"squirrel","climbs in trees"
"squirrel","collects nuts"
"squirrel","acorns"
"squirrel","nuts"
"squirrel","trees"
"squirrel","acorns"
"squirrel","furry tail"
"squirrel","rabies"
"squirrel","acorn"
"squirrel","tree"
"squirrel","animal"
"squirrel","furry"
"squirrel","acorn"
"squirrel","fast"
"squirrel","acorn"
"squirrel","cute"
"squirrel","spastic"
"squirrel","fuzzy"
"squirrel","mammal"
"squirrel","nest"
"squirrel","trees"
"squirrel","a squirrel trees"
"squirrel","squirrels are most prevalent in the Americas"
"squirrel","they generally is eat nuts but they do take food from the human a population"
"squirrel","there are many squirrels around ole miss"
"squirrel","rodent that lives outside in the"
"squirrel","a rodent"
"stay","withhold keep back stop"
"stay","when you are told to not move or go somewhere else when you remain behind"
"stay","visiting somewhere like a 4 night stay in Florida etc"
"stay","unloving stationary obedience inanimate"
"stay","to remain in one place not moving sitting still a trick people can teach to animals is something parents tell their children is used as a command"
"stay","to remain in a place"
"stay","to occupy a certain place for a period of time"
"stay","'would you like to stay another day?' 'i don't want to over-welcome my stay"
