cue,feature_response
zebra,an animal  has stripes  black and white  has a tail  has 4 legs  similar to a horse  looks like a referee  hunted by lions  lives in africa  is a mammal 
zebra,an animal  black and white  striped  mammal  pretty. 
river,a bod of water that is seperated b two sides of land used for fishing and sd rereational activities 
river,a body of water that had land on 2 sides usually flows into an ocean 
river,a large natural stream of water emptying into an ocean lake or other body of water and usually fed along its course by converging tributaries a stream or abundant flow in or into prison a large natural stream of fresh water flowing along a definite course usually into the sea being fed by tributary streams to deceive or betray . any abundant stream or flow a wide natural stream of fresh water that flows into an ocean or other large body of water and is usually fed by smaller streams called tributaries that enter it along its course. a river and its tributaries form a drainage basin or watershed that collects the runoff throughout the region and channels it along with erosional sediments toward the river. the sediments are typically deposited most heavily along the river's lower course forming floodplains along its banks and a delta at its mouth 
river,a large natural stream of water emptying into an ocean lake or other body of water and usually fed along its course by converging tributaries. 
river,"a large natural stream of water flowing in a channel to the sea a lake or another stream. 
a large stream of water flowing in a bed or channel and emptying into the ocean a sea a lake or another stream"" "
river,a large stream lake an abundant flow of water waterway 
river,a natural stream of water larger than a creek and emptying into an ocean a lake or another river 
river,a natural stream of water of fairly large size flowing in a definite course 
river,a natural stream of water of fairly large size flowing in a definite course or channel or series of diverging and converging channels a similar stream of something else any abundant stream or copious flow a person who rives 
river,a natural stream of water of fairly large size flowing in a definite course or channel or series of diverging and converging channels any abundant stream or copious flow ( rivers of tears; rivers of words.) a vertical channel of white space resulting from the alignment in several lines of spaces between words in printing. 
river,a natural stream of water of fairly large size flowing in a definite course or channel or series of diverging and converging channels. 
river,a natural stream of water of fairly large size flowing in a definite course or channel or series of diverging and converging channels. a similar stream of something other than water. 
river,a stream of water 
river,a stream or abundant flow a large natural stream of fresh water flowing along a definite course usually into the sea being fed by tributary streams an abundant flow of water or other liquid 
river,a stream reason for ancient civilization a life giver sometime a killer. 
river,a water body flowing water 
river,administrate be in the driver's seat be in the saddle boss carry out conduct control crack the whip direct execute govern head head up hold the reins oversee pull the strings pull the wires render ride herd on run run the show sit on top of sup 
river,copious natural stream of water flowing to the sea or a lake etc.. 
river,flowing column of water connects to the sea 
river,flowing of water it to saw very beautiful. and the water is so cool 
river,flowing water body water flow from a mountain to the valley below small streams that overflow a pond or a lake mass flow of water through a natural or man made channel. 
river,flowing water fish landscape 
river,full of water smaller than ocean a watercourse 
river,full of water swim boating fishing 
river,huge amount of water flowing on the land in a continuous manner 
river,it is water flowing it is water with contain many minarals it is used for drinkin cleaning washing it contain flower and fish and small animals and pearls. 
river,lake 
river,large stream of water 
river,large stream of water flowing across the country 
river,moving water natural watercourse fresh water 
river,natural stream of water collecting water from higher levels through through natural objects. 
river,nile 
river,nile water 
river,nokia flows in finland 
river,one who rives or splits. 
river,river:-wave swell outpouring flood plenty imprisoned jailed . 
river,running water a pool of water starting from a spring descending from high to low 
river,running water peaceful flowing smooth cool 
river,s natural stream of water of fairly large size 
river,stream 
river,stream of fresh water freely flowing towards the ocean 
river,stream of water flowing in definte 
river,stream waterway brook canal 
river,stream waterway canal 
river,stream waterway tributary brook canal watercourse  
river,swim cold wet flowing water water  
river,swim drown waterfalls blueholes 
river,water stream 
river,water fish reeds fishing wading swimming salmon 
river,water floods flow canoes swim across rains fish boating 
river,water flowing large stream delta estuary 
river,water freshwater lake 
river,water pleasant pure silent calm boat fish swimming  
river,water wet ripples boat swim 
river,water big small pool side. 
river,waterway beck branch creek course rivulet tributary run stream runnel watercourse stream of water crick run spring tributary watercourse  
river,which can run through village and city and joining towards see 
water,a source of life and purity religion fishing 
water,is an object h2o necessity of life keeps us alive river ocean lake body of water 
water,liquid needed to live. 
water,delicious! an essential part of life. 
water,a liquid h2o healthy drink 
water,is clear wet and can be added to make tasty foods nutritous for the body is can exist in rivers lakes oceans pools liquid can take any shape. 
water,is a liquid made of h and o clear essential for life makes up lakes makes up rivers makes up the ocean makes clouds dissolves reflects freezes falls from the sky 
water,h2o healthy nourish 
water,the basic need for human life. it is compromised of 2 elements of hydrogen and 1 element of oxygen 
water,liquid no taste hydrate swim streams ocean rain 
water,can be a liquid solid or gas requirment for life can be clear or blue in appearance mattering on where it is it is odorless sometimes tasteless but sometimes salty mattering on where it comes from 
water,hydrogen and oxygen something you drink swimming pools seas and oceans 
water,liquid drink refreshing 
water,liquid important for life quench thirst more water than land 
water,wet. thirsty. need it to survive. powerful. element. blue. ocean. tap. bottle. salt water. waterfall. running water. shower 
water,life's essential element nourishes replenishes abundant drinkable hydrates 
water,wet 
water,vital for lifein everythingriversoceans 
water,hydrogen 2 oxygen streams rivers oceans hydration 
water,h2o liquid periodic table 
water,h2o liquid aqua wet clear life could not exist without it 
water,wet swim drink bathe fun creek lake river animals transportation 
water,oceans lakes baths showers rain snow lightning. 
water,liquid clear good for the body oceans lakes used for showers and baths drinkable used in drinks used in foods 
water,h2o well spring a drink glass refreshing 
water,something you drink ocean lakes ponds rivers 
water,is colorless tasteless and odorless is necessary for life composes the majority of the human body makes up rivers and oceans is the medium for fish and marine mammals 
water,the most necessary element. humans could not live without water. we use it to drink clean and all other sorts of uses. 
water,used to drink flows is a high percentage of the planet home to many aquatic animals boats float on it maintains all life h2o can boil/melt/freeze used for nearly everything 
water,source of life and nourishment; can be drunk or used to cook or clean; necessary for life 
water,used for bathing drinking and cooking. society would be unable to continue without it 
water,life source wet 
water,h2o drinkable swimming pool 70% of the earths surface human body mixture ocean lakes ponds rivers ice glaciers 
water,is needed thirsty cold swimming pool fun sprinkler fountains oceans rivers lakes creaks fish boats tubing skiing 
water,liquid can be solid or gas essential for human life composes a large amount of the human body found in lakes streams oceans seas and clouds 
water,bluewetdrinkh2oocean riverpond 
water,is cleansing is purifying is (hopefully!) clear and blue is in lakes and ponds and rivers and oceans and seas is fun to swim in has all kinds of cool animals that live in it is wet is really annoying if it goes in your ears 
water,essential clear cold warm hot ice evaporation 
water,a liquid necessary to life 
water,the liquid of life fills our body refreshes us wet 
water,lot of need to live ocean river lake pond blue h2o good no taste 
water,lake ocean swim pool hydrate yourself wet clear 
water,rain bath liquid shower moist wet 
water,refreshing thirsty clean limited delicious clear wet liquid 
water,liquid to keep your body hydrated 
water,clear liquid pure healthy hydration h20 quenching bottle 
water,clear no taste showering washing dishes pools able to drink washing your hands can come in bottles the ocean rivers lakes streams ponds 
water,something that is needed to sustain life 
