word,answer
hammer,"hits a hardware store, daddy uses hammer to fix things, handyman, puts nail, together furniture like bookcases hits head in games, hard, metal, heavy, "
hammer,"hit, nails, construction worker, sweat, hard work, "
hammer,"hit, nail, metal, wood, contractor "
hammer,"hit, nail, metal, solid, wood, tool, shed "
hammer,"hit, nail, floor, wall, door, "
hammer,"hit, nail, construction "
hammer,"hit, nail, build, tool "
hammer,hit nail heavy handel 
hammer,"heavy, red, wood, metal, workman, bob the builder "
hammer,"heavy, hard, wooden handle, may be metal, wood or rubber, also called its a mallet, coincides with nails a tool, can be a weapon, long "
hammer,"heavy, hard, strong, durable, a tool, used for work, "
hammer,head  nail  tool 
hammer,head 
hammer,"has wooden handle,nail,sliver,hard,loud "
hammer,"has a toolboxes, used to nailing things, is a tool, makes loud handle, noises made of wood and steel, found in "
hammer,"has a is metal wooden handle, has a flat nose, is heavy, "
hammer,"has a force nails into wood, very important in construction metal head and a wooden handel, used to "
hammer,"has a and usuall a thing to pull nails out handle, knocks nails into surface, has a head "
hammer,"hard,use to put things together "
hammer,"hard,stern,helpful,nails "
hammer,"hard, tool, resilient, "
hammer,"hard, sturdy, to build things, used to secure things, used to remove can nails, used to secure nails, tool of repairmen be worn from work, working, construction, used "
hammer,"hard, steel, skinny in shape. rubber, used with force, used to extract nails, "
hammer,"hard, silver, loud has two parts, hits nails, removes nails, heavy, "
hammer,"hard, pound "
hammer,"hard, nails, house, buildings "
hammer,"hard, metal, wood, "
hammer,"hard, metal, large, metallic, heavy "
hammer,"hard, loud, strong, dad, boisterous, thorough "
hammer,"hard, loud, nails, buildings "
hammer,"hard, long, handle is usually wood or metal also. the tip is made of metal, and the "
hammer,"hard, long flat on one end handle, cast iron, hits things, sharp front end, "
hammer,"hard, hurts, nail, combines "
hammer,"hard, heavy, strong, smooth, steel "
hammer,"hard, big, long, tool "
hammer,"hard, and used to drive nails "
hammer,hard steel loud force dangerous handy tool heavy metal 
hammer,hard slam bang 
hammer,hard bold 
hammer,hard  tool  wood  metal  haldle  pounds things  used with nails 
hammer,hard  heavy  tool  used in construction  hits nails 
hammer,hard  cold  violent 
hammer,hard 
hammer,handle wooden  top round  side with fork like things to pull out nails  heavy 
hammer,"hand tool, has a head, multiple types used to drive in nails, has a handle, "
hammer,"hammer\'s a nail, hard, tool, handheld, shark "
hammer,"hammer goes construction workers use hammers, remodeling requires a hammer with nails, hammer can nail stuff into sufaces, "
hammer,found in hardware stores 
hammer,"found in found in tool belts, wooden handles toolboxes, used with nails, used by construction workers, "
hammer,found in a tool box  used to nail nails  wooden handle  metal head 
hammer,feel 
hammer,energetic 
hammer,drunk 
hammer,"drum, beat, nails, bang, loud, houses, building, wood. "
hammer,"drives down has wooden handle nails into things. provides a force, is heavy, "
hammer,construction;work;nail 
hammer,"construction, nails, building, tools, hanging things "
hammer,"construction tool,used used as a pry,various forms and sizes,correct and incorrect way for to hold a hammer,hard,sturdy,blunt building,handy for inserting and removing nails,can be "
hammer,construction  used with a nail  makes loud noises  used in the house 
hammer,"consists of made of wood or metal. head is flat and circular a on one end, used for hammering nails. the other end head is tapered and split, used for prying nails out. and a shaft. shaft is typically "
hammer,chisel 
hammer,"builds things, tool is hard, bangs on things, useful, its a "
hammer,"building, nails, wood, metal "
hammer,building  nails 
hammer,"build, hits, hard "
hammer,"build, construct, work "
hammer,build construct 
hammer,build construct 
hammer,"beat, rock, nail, screw, "
hammer,"bashful, hard, brown, tough, strong, dangerous "
hammer,"at tool, round tip, sharp, metal, wood, used in construction, found in homes, "
hammer,arm hand force velocity 
hammer,"appliance, nails, pounding, noise "
hammer,"anvil, nail, destruction. "
hammer,an object used to help put things in other objects 
hammer,"alcohol, bang, drunk, drink "
hammer,"a tool. or remove nails with its forked side. \""if i had long a hammer,\"". often made of metal with a leather cover handle, on the handle. strikes nails to hold wood together "
hammer,"a tool, weapon, found in a garage made of metal, drives and removes nails, medieval "
hammer,"a tool, usually has a metal head, hammers nails "
hammer,"a tool, tools, stop... hammertime, when used as a verb some might what say \""we\'re going to hammer the other team\"", ham, tools everyone in general, toolbox, toolkit thinks of when they think of "
hammer,"a tool, nails, heavy, has a handle and head, used with "
hammer,"a tool, is heavy, can be metal "
hammer,"a tool, grip beating, nails, hits, construction work, constructions works, wood "
hammer,"a tool, drives nails, wood and metal components "
hammer,"a tool, drive nails wood handle and a steel head, used to "
hammer,"a tool, as a weapon, heavy, house, nail. hard, used by construction workers, can be used "
hammer,"a tool, an end, made of metal the act of hammering, has a handle and "
hammer,"a tool, a shark, drunk "
hammer,"a tool, a handy man "
hammer,a tool wood and other materials used to drive nails and other objects into 
hammer,a tool used to make tasks easier 
hammer,a tool that helps push in nails 
hammer,"a tool for driving objects using blunt force, specifically nails. handle usually consisting made of wood and head usually made of iron or of steel. a handle and a head. used "
hammer,a tool  used to place nails in wood  also used to pull nails out of wood  has a wooden handle with a metal head  staple of any tool kit. 
hammer,a tool  used to drill in nails  can be harmful 
hammer,"a nail, loud noises, hard motions "
hammer,"a nail, house, a structure, wood, metal, head shark, a tool, a carpenter, building, a "
hammer,a nail into wood 
hammer,a nail 
hammer,"a hammer wood. it is also used in blacksmithing to bend heated is metal. the head of the hammer is usually made of a metal. the handle can be made of plastic, wood or tool metal. used for pounding nails into "
hammer,a hammer things. a hammer is mostly used to hammer nails. a is hammer has a wooden handle and a metal top. a tool that you use to hammer 
hammer,a construction tool  used to help build things  hard 
hear,when sound waves bounce off your ear drums 
hear,when someone tells you something 
hear,what ears are for  to recognize sounds 
hear,voices 
hear,uses your ears  interpretation of sound waves into language  utilizes brain. 
hear,used by ears  sometimes felt  activated by soundwaves 
hear,use ears  to listen 
hear,to listen  ears 
hear,to listen  communication being people 
hear,to listen 
hear,to listen 
hear,to comprehend 
hear,sounds  music  tv  people  talking  voices  noises  
hear,sound waves  comprehension  hearing 
hear,sound  music 
hear,sound  listen  loud music  whispers 
hear,sound  ears  voice 
hear,sound 
hear,sound 
hear,sound 
hear,sound 
hear,sensing noise  listening  music 
hear,sensational of picking up vibrations in the air 
hear,see 
hear,requires vibration 
hear,percieve sound 
hear,perceiving sound  done with your ears 
hear,people talking  ears  music 
hear,people  
hear,occurs in your ears 
hear,noises  wind  thunder 
hear,noises 
hear,noise coming through ear drum 
hear,noise  sound  pay attention  sense 
hear,noise  sound  ear  brain 
hear,noise 
hear,music 
hear,listening to sound  noises 
hear,listening  do with your ear  noise 
hear,listening  comprehending 
hear,listening 
hear,listen  sounds  ears  deaf 
hear,listen  observe 
hear,listen  ears  music  words. 
hear,listen  ears  deaf  loud sounds  hearing aid 
hear,listen  ear  talk  comprehend  learn  audio 
hear,listen  communication  don't talk  noise  sounds 
hear,listen  audible 
hear,listen 
hear,listen 
hear,listen 
hear,listen 
hear,is to listen  is used by ears 
hear,is averb used by ears 
hear,is a sense. allows people to interpret audible sounds. 
hear,heard 
hear,ears  sounds  words 
hear,ears  noise 
hear,ears  music  sounds  people talking 
hear,ears  gain knowledge  listening  details 
hear,ears 
hear,ear  sound  sounwaves  response  senses  noise  sounds 
hear,ear  sound  noise 
hear,ear  sense  smell  touch  feel  interpret  sound  music 
hear,ear  loud  quiet 
hear,ear  loud  music 
hear,ear  listen  earlobe 
hear,automatic  sensual 
hear,auditory  interpret sound waves 
hear,aid  comical 
hit,when you hit something or someone hit you 
hit,violent pain unnecessary 
hit,used in sports with siblings in fits 
hit,touching someone in a violent way physically hurting someone with your hand or fist 
hit,to use physical force to make one object make contact with another. can be a part of abuse or sports 
hit,to touch somebody strongly a verb 3 letters not nice you reached first base in baseball to strike usually not playful happens a lot in fights boxing is centered around this concept 
hit,to strike something boxing baseball 
hit,to strike involves force act of anger or aggression 
hit,to strike can be violent can be used for construction hitting a nail with a hammer 
hit,to strike an impact a collision in baseball a base hit is when make it to base. 
hit,to smack to whack to punch to slap succeed in striking outcome of an action baseball relies heavily on it act of going somewhere. 
hit,to make an assumption to think about to judge done by people toward other people places or things. 
hit,"to jab to slap to make contact with something to ""hit on"" someone to combat "
hit,to hurt something can be done out of anger to make something move 
hit,to contact with force to harm 
hit,the ball hit a person abuse bruise a bat with the foot with a club usually hard can be loud an order to kill another a new piece of information 
hit,swing 
hit,sudden contact impact of one upon another unecxpected force applied unto thee 
hit,strike harmful can also be joking personal. 
hit,strike hard contact can be good or bad fist baseball bat can be a good song or movie painful with a hammer. 
hit,stick baseball by car 
hit,something that causes pain if done to someone 
